store_id,day,start_time_local,end_time_local
1886094822273762805,2,00:00:00,02:30:00
1886094822273762805,3,00:00:00,02:30:00
1886094822273762805,4,00:00:00,02:30:00
1886094822273762805,0,00:00:00,02:30:00
1886094822273762805,1,00:00:00,02:30:00
